	CueR	FruR	MerR	FadP	AcnR	NifA	FadR	GntR	BioQ	NnrR	NtrC	PurR	LiuR	RbsR	LtbR	ZntR	NmlR	PaaR	RutR	FixJ	GlcC	DasR	PhnR	PdxR	FnrN_FixK	HrcA	FabR	QorR	PrpR	CadR-PbrR	GguR	TtrR	CsoR	HcpR	MetJ	NorR	TyrR	CcpA	HisR	PsrA	NiaR	HutC	PhnF	HexR	HypR	XylR	IscR	MetR	BirA	RbkR	MntR	ThiR	KdgR	NagC	FUR	SahR_SamR	Zur	NsrR	NrtR	ArgR	Phr	NadQ	Rex	PhrR	AraR	CzrA	ModE	Irr	SiaR	AgaR	GulR	AmtR	VanR	CblR	PhsR	LexA	SdaR	SoxR	NarP	TrpR	NrdR	NagQ	NikR	NagR	LiuQ	ExuR_UxuR	LldR	PdhR
PhnF	-0.6576892412256645	-0.6137991868861358	-0.5168814425702993	-0.6484272070839294	-0.5526742851326824	-0.6039264691746159	-0.5760046592894583	-0.5464769777948668	-0.6569089233309396	-0.6801488258477475	-0.6891055182045903	-0.5909890246591764	-0.6608896754895364	-0.6340648342389922	-0.3400320043426387	-0.2558029075323295	-0.3672413500630474	-0.5068390905338392	-0.43648608150363866	-0.3439335938162634	-0.40510373138970096	-0.5388547421275537	-0.496683648947419	-0.570689450441332	-0.5768867577791474	-0.4623044257595377	-0.17501173304080836	-0.24512725401609264	-0.23108153191104375	0.06781414863359551	-0.04123810439296357	-0.0643875352698034	-0.1325126801657893	-0.22151415598441626	-0.13639165172942194	-0.18615105371188176	0.2847199054571362	0.28089747866848364	0.3551520771723089	0.2996590350068702	0.5901973978094555	0.7638916375932282	1.0	0.5163951575054707	0.5086032875132174	0.5505708195034238	0.6207881210736722	0.5448711061854329	0.534082363119236	0.5982154469016291	0.5319788974899774	0.5795895980231947	0.4763162209995985	0.539974328672159	0.5968922991670955	0.6501914040633076	0.6454868787849659	0.6893090793945186	0.6110624197771005	0.6480200847040729	0.637287886412856	0.5118602665520693	0.44920865587415393	0.6157782540104382	0.6612628710044048	0.7615054480890693	0.7478442304538849	0.41948872214463023	0.4648263227236487	0.38176204827792887	0.5122786978869217	-0.023358646544266077	-0.017025631746498463	0.0637316158800346	-0.029069668817252942	0.0005145574523186184	-0.06951049188299756	-0.17854012699956462	0.268706425182781	0.4809528925479641	0.30211307824100514	0.3353614059292851	0.2326082408355056	0.3602863427404991	-0.11367196114243064	0.041034543203035324	0.17690032852514265	0.1668805943986746
HexR	-0.5565193298313269	-0.5212353902437645	-0.4550214587421049	-0.4759882613047141	-0.49462541913814456	-0.5696377176267027	-0.44461722014577243	-0.42333376684327484	-0.5987922036064257	-0.5628410356740985	-0.5242661901826962	-0.40305681053542247	-0.4140943506115317	-0.4564463870716026	-0.32643864043743037	-0.23096844236108363	-0.28813520986593233	-0.431770247270301	-0.36683422768319096	-0.29812101712741235	-0.3974249509474077	-0.5105484277725317	-0.4447529276057246	-0.3630796546245144	-0.4112105670875483	-0.3928448241740222	-0.08309254683320988	-0.2584718209113887	-0.1321281756959248	-0.043703456582094534	-0.08182594387365635	-0.17049945999739893	-0.11542484916681274	-0.27546918027039713	-0.20534235034011683	0.035504464209984675	0.4113915103674845	0.3564299890868584	0.48881261627019357	0.4575885915262	0.38140016171805646	0.4979615608619686	0.5163951575054707	1.0	0.3762093513748862	0.41821081023008067	0.4744615523802523	0.43605634121379017	0.4565142408015787	0.43996923964241086	0.44901640363922174	0.41592640132088593	0.39173654658441287	0.4329011427699023	0.45004551854385894	0.4357736173388898	0.5046112263996245	0.48470746560664063	0.49255588037387404	0.4985043907017772	0.5057081950342378	0.4695082300919983	0.5133530486115431	0.6124873481065982	0.5165082470554309	0.5496434851937507	0.537441122753052	0.3945524763784202	0.3326020209102578	0.2783642727493766	0.39534410322814123	-0.056901007062442395	-0.06378816065501468	-0.08524124828245246	0.10194457481156453	-0.13446912938009964	-0.1544859797230437	-0.11325352980757813	0.31042516016307514	0.5115888516321649	0.25220665984359714	0.37158398878151666	0.21618763818129386	0.24030963918779086	-0.07972247824439782	0.0058523842104370345	0.1748873345358522	0.24279760928691385
HypR	-0.524164409587732	-0.4609699690700081	-0.4603253586352353	-0.47679119710943113	-0.40295502994045834	-0.6002510588009115	-0.4189572012598176	-0.348570265364629	-0.5207264872689439	-0.5417385256515371	-0.4501925349588071	-0.36975193807216244	-0.44745576784977187	-0.4824230566974459	-0.3390141983929975	-0.297012739537803	-0.3775324991094198	-0.3936703778887312	-0.3662235441134062	-0.401824134440857	-0.4714872972163007	-0.4920695953090455	-0.4100231268129668	-0.2788505578142052	-0.4698814256068668	-0.39473341965835645	-0.021470051059931806	-0.2447653674562202	-0.08071766628404703	-0.007232076719950693	-0.20529711452013277	-0.1288485787470809	-0.10659255531492612	-0.20824875177409233	-0.10920492391900527	-0.06696597700889449	0.40344131500528696	0.27540132654042104	0.41743049233535573	0.3722738350362735	0.5089877919830817	0.49143629382926873	0.5086032875132174	0.3762093513748862	1.0	0.4879870625554846	0.4366670247835749	0.40854165370848905	0.45695529004642327	0.4537209289175634	0.4503282424187593	0.48525029544644926	0.39985637627155063	0.45234123640804974	0.48737637898569985	0.49877580562168156	0.549982753843631	0.5420551763914255	0.508320563638317	0.5493381434088583	0.5303277900605594	0.4794488015334943	0.3571085263866192	0.5521993090228497	0.5577406969708965	0.5746588936449327	0.6319952954747217	0.3256357046327134	0.5172772559951597	0.33290736269515014	0.40606499256436207	-0.1320942488309368	-0.03895369548376882	0.09820131070788404	0.10799486573443182	-0.12880334292709683	0.021436124194943767	-0.16680143171370249	0.15554902149266897	0.42650027424215864	0.19735822811293122	0.12814742353732803	0.2052292607901567	0.0946729167491278	0.02144743314993978	0.01673159891660211	-0.004517927520907431	0.05487670411815596
XylR	-0.7588026078450221	-0.7052433969839017	-0.8187174514139021	-0.7972643637864643	-0.7266625577463515	-0.7541093915216764	-0.6015289707154611	-0.5361632108385025	-0.559957252150115	-0.759503763054775	-0.6403073773967917	-0.5707799220813001	-0.609795816817547	-0.6133355197312992	-0.554890840311901	-0.485035425301525	-0.6087327750479217	-0.6396401490520268	-0.41884411170985747	-0.6271098269164438	-0.6486533861838497	-0.6590689337351782	-0.534104981029228	-0.5593804954453184	-0.49662710417243894	-0.46170505114474897	-0.28248073236792554	-0.240411419782755	-0.16650739888380614	-0.2549999717276125	-0.3428592430916421	-0.2654833730089171	-0.41202481184726125	-0.28372471741748706	-0.22906853792175333	-0.26512148644904465	0.5177635410599883	0.683846854131444	0.6204601613787878	0.6387241236973498	0.5376673018529723	0.5062623338290425	0.5505708195034238	0.41821081023008067	0.4879870625554846	1.0	0.7804253297974001	0.7797920283176233	0.844513177759809	0.7842025207660686	0.8385307405669179	0.8428959971953791	0.8147253903003093	0.806130584503339	0.8466731881640477	0.8589999491097026	0.8333173123137556	0.8192037364787307	0.8397294897964953	0.8625283430684587	0.8315304974243855	0.6749919423695654	0.6371634879078999	0.67219863048555	0.7236091398974278	0.7760600731689388	0.7627833600036189	0.48292065071727047	0.5320467512199535	0.5905027395943477	0.6811213959774047	-0.08897320343113695	-0.16226654076030103	0.06047463684118269	-0.0717157381072202	0.05626770558266563	0.1295384250018377	0.16187072733544056	0.35713114429661125	0.3001679379816908	-0.04095538051806323	0.030189255361858288	0.03647703433964185	0.21557695461150914	0.19197516553482877	0.1211358714397996	0.18979253722059813	0.19715466692300299
IscR	-0.796223939926831	-0.8018557995148459	-0.7317176606295696	-0.7947085399573652	-0.7361168441230188	-0.7561563123759549	-0.6747883811796371	-0.717151726594704	-0.6400925072518674	-0.8557542790258467	-0.7907164788437725	-0.7128882505612069	-0.7536457243668399	-0.68051071240762	-0.5061944800990664	-0.4094916059281542	-0.5600590327450792	-0.5043511204347162	-0.45089369016855996	-0.590706300784276	-0.5918145783738854	-0.6487551667788138	-0.4979163250419845	-0.6212970240484929	-0.6160496689303425	-0.536649495903331	-0.5085128158732493	-0.30893237810360136	-0.14828867238522825	-0.1463322231709179	-0.19577497441348932	-0.17181129877693652	-0.32847425233671285	-0.23930314219314563	-0.3033457543355706	-0.3488190623745413	0.38923726753029386	0.5716733295259852	0.4599973989403509	0.5674890161774602	0.49246540873390593	0.5696150997167106	0.6207881210736722	0.4744615523802523	0.4366670247835749	0.7804253297974001	1.0	0.9140293241203047	0.775381535869178	0.8364385838926554	0.8762461054786232	0.8832915844411398	0.8464017732441433	0.8664186235870874	0.903500687019016	0.885112326195498	0.8790054904976505	0.8748437950591176	0.8693250250210629	0.8610129430989929	0.855200140231042	0.7003805463356159	0.6366772028430713	0.6223487568631221	0.7551271974713176	0.7158398878151664	0.6849098959010692	0.5954221350176137	0.6227219523779906	0.697180112071744	0.8039705740991003	-0.05018348779481032	-0.11899847894555303	0.12785339070743168	0.02559781963347677	0.09246767052490515	-0.061492442790823915	0.09564548687878496	0.3673205127480195	0.31950625102487407	0.0641387382598911	0.07632979174559375	0.04282135809240547	0.26716840730332314	0.22031540675483882	0.22315395445883823	0.3258618837326337	0.22235101865412127
MetR	-0.769591350911219	-0.7680420240767651	-0.7673069420020243	-0.7916664310634376	-0.747912084183861	-0.7315140994396413	-0.7328259382191789	-0.7480477916438132	-0.613233739136335	-0.8322655794991264	-0.7940865474325844	-0.7036149074644757	-0.7868488162351358	-0.6721873215305539	-0.523259693188051	-0.44313574704129466	-0.583208463621919	-0.5726798265206303	-0.43890619787278556	-0.6160835957953306	-0.6694957902415027	-0.6467421727895234	-0.5380857331878248	-0.5738559578402158	-0.581489502462525	-0.5561008984964745	-0.549111964308938	-0.33222882539538934	-0.17775980910483966	-0.2302899050613228	-0.20970760696857807	-0.21244437407761335	-0.33731785514359547	-0.2230521738638741	-0.34896607878948943	-0.3454150669207412	0.47492521953508887	0.631452465634913	0.46525606301349726	0.6025015408451182	0.45951111387552235	0.5143369276961962	0.5448711061854329	0.43605634121379017	0.40854165370848905	0.7797920283176233	0.9140293241203047	1.0	0.8026248084545747	0.8765514472635156	0.916811327049324	0.8921917320230024	0.9253382791163183	0.9230877970721115	0.931750456599058	0.9012162781098213	0.9039191183538685	0.8799667516723118	0.9017930348146179	0.8728986547998032	0.8740974040293806	0.7085569207977337	0.6117296481218653	0.6024449960701381	0.7343752650536327	0.6922946435134661	0.647228457854352	0.6324024178545782	0.6562643128961668	0.7419183380359737	0.8218839588127859	-0.06867362921329255	-0.05614330707770948	0.11171551192812028	0.009290306529225167	0.10092676886192331	-0.059185415971637144	0.11980141475027001	0.2996024902318901	0.24778485844015583	0.08105693493392743	0.015035255667200072	-0.044427229701839405	0.300348881261627	0.3255452329927453	0.29320162170414643	0.34581088034560165	0.17385821963121498
BirA	-0.7923788952281864	-0.7450622275248656	-0.8378974390871412	-0.8105184590417922	-0.7652487121927498	-0.7639594913232043	-0.7057183730937343	-0.549937518023647	-0.5847238635913848	-0.7273524040011082	-0.6626877993339025	-0.6206750315237121	-0.6540251398069561	-0.6740306811949042	-0.641472199761381	-0.5361745197934985	-0.5628071088091104	-0.6688285618967379	-0.47452940611022837	-0.721290804123245	-0.6444238370153406	-0.6995549926209068	-0.645566041469938	-0.47360207180055525	-0.5313003601902166	-0.5317753363000491	-0.311985795952525	-0.23346772141520264	-0.1866712656416984	-0.42141124449395256	-0.4271561936319274	-0.3312901821307202	-0.4485866633493732	-0.4547048080022166	-0.2788618667692012	-0.3407557774623836	0.589055193354858	0.7435694454653917	0.6892864614845265	0.7307224725899203	0.571515004156041	0.48575919842126986	0.534082363119236	0.4565142408015787	0.45695529004642327	0.844513177759809	0.775381535869178	0.8026248084545747	1.0	0.8658305579272947	0.9193558419234271	0.9197968911682716	0.8998592035102996	0.9172523762941686	0.8988979423356385	0.9003341796201322	0.8736902816495242	0.9020757586895183	0.931807001374038	0.9292059417249549	0.9381173982618136	0.7583050138251974	0.7378018784174248	0.7082289611028493	0.7559188243210386	0.8342107197584407	0.7599561212546154	0.5169832231652635	0.4788041910987215	0.5839435456966598	0.7130691938411431	-0.11894193417057297	-0.18499754030228838	-0.07746068724519511	0.007808833424747386	-0.020927221220123155	0.13004732797665833	0.14770060672543553	0.3513748862036404	0.30577717965971357	-0.06874148294326862	0.10721454783970687	0.016403639221717718	0.21520375909664066	0.13630118008945383	0.22950958716659786	0.30203391555603304	0.13890223973853696
RbkR	-0.7711067508806849	-0.791236690773589	-0.8029753860594512	-0.8193055170736948	-0.771265076250629	-0.7632470271584554	-0.7509768109877807	-0.6599057964048832	-0.627313388106372	-0.7737756642597441	-0.7293540890354027	-0.6497051189984789	-0.7006858881205082	-0.6990687075560783	-0.5904575037743637	-0.5013203204957846	-0.6237510672826277	-0.6291115119507382	-0.5061944800990664	-0.6852265466409576	-0.6887436316447179	-0.6640561828884202	-0.623185619532827	-0.5580686566657808	-0.5980797394416769	-0.47022069425674723	-0.4150782296961849	-0.18716885966152297	-0.2252913469530848	-0.23631757807419806	-0.3249684762879486	-0.2682879938479285	-0.333608517904903	-0.35578537865208565	-0.33873147451809715	-0.2673719684932514	0.5965530305172151	0.7000186597757434	0.6060186258488784	0.6177233942697525	0.5572883387710559	0.5533980582524272	0.5982154469016291	0.43996923964241086	0.4537209289175634	0.7842025207660686	0.8364385838926554	0.8765514472635156	0.8658305579272947	1.0	0.9047220541585855	0.9027090601692951	0.8911513081633692	0.8898960141588117	0.910987215226377	0.8785870591627981	0.9080468869274134	0.9082617570723377	0.9191635896884949	0.9174107016641128	0.8806226710620805	0.7547992377764333	0.7044178432691927	0.6518877473127096	0.7561110765559709	0.7655314360676502	0.7563598735658832	0.5472459867345958	0.5351114780238732	0.606448366138727	0.749540573703287	0.010093242333942131	-0.14177471430752442	0.00930161548422118	0.00967481099908963	0.01899338991580483	0.018936845140824762	0.06133411742087972	0.38983664214508257	0.331946101520489	0.07509711565102827	0.12781946384244364	-0.0038733170861346557	0.2844145636722439	0.213801448677135	0.31021029001815087	0.34847979372466087	0.19294773566448592
MntR	-0.7824835596066746	-0.8129838112309232	-0.8303996019247841	-0.8284996974854538	-0.7983726413760737	-0.7561450034209589	-0.7222746832078982	-0.6587183561303018	-0.6329226297843947	-0.8115815008114176	-0.7333122232840075	-0.6739967543299161	-0.7036149074644757	-0.6765186512940272	-0.6369259998529836	-0.5047356249045807	-0.6085857586329735	-0.633137499929319	-0.475863862799758	-0.70377323283442	-0.6873300122702162	-0.7327693934441988	-0.6166716614551232	-0.569863896726623	-0.5597310730501948	-0.5230787499081148	-0.4228474817784463	-0.2546607030777321	-0.20660895329967036	-0.3298652538012225	-0.3551520771723089	-0.2510079106140197	-0.41994108034447075	-0.3556835980571215	-0.31578560483118556	-0.38524520641670107	0.5513511373981487	0.7323170352443582	0.628150250776077	0.6966033553669473	0.5331550288095629	0.5230222051331347	0.5319788974899774	0.44901640363922174	0.4503282424187593	0.8385307405669179	0.8762461054786232	0.916811327049324	0.9193558419234271	0.9047220541585855	1.0	0.9565396859503198	0.9545606188260174	0.9589824202294587	0.9564152874453636	0.9178630598639532	0.9365115266523797	0.9144251375451652	0.9662993141118795	0.9387959355615745	0.942640980260219	0.7267304114763276	0.725407263741794	0.7010025388603967	0.7880814923297013	0.7582371600952214	0.7251358488218896	0.5478114344843965	0.5605340088549118	0.6899763077392833	0.7907164788437725	-0.13380190103533482	-0.20956059055362988	0.012366342288140864	0.006010709580381225	0.02453477786385149	0.044472465521823455	0.14079083522287122	0.3621749382248333	0.29902573352709344	0.02875301807736456	0.07159133960226405	-0.007571345369831101	0.2776291906746357	0.26394535512945927	0.2398459720329543	0.30961091540336216	0.1478363141853877
ThiR	-0.8184234185840057	-0.812033859011258	-0.8203911767533121	-0.8318019123442898	-0.7479573200038451	-0.7677593002018649	-0.7486019304386178	-0.6898971450543112	-0.6387580505623378	-0.7977506488512929	-0.7359698277080706	-0.6960265986621507	-0.7327241576242147	-0.718011207174401	-0.6418227773662575	-0.5029714279252026	-0.6086196854979615	-0.6375593013327604	-0.5258494438821381	-0.7022352149549621	-0.6296317238805548	-0.7068040327733516	-0.5992219438962743	-0.5719221265358975	-0.588150476955177	-0.5543253925621003	-0.39913260315180576	-0.24726464651033922	-0.22053027689976307	-0.32960514783631417	-0.33829042527325265	-0.2511436180739719	-0.4119117222973011	-0.3772837020995075	-0.322797156928714	-0.42923704135119395	0.5150380829059491	0.6635133530486116	0.6346642088537808	0.6781471408134532	0.5791372398233541	0.5359822675585663	0.5795895980231947	0.41592640132088593	0.48525029544644926	0.8428959971953791	0.8832915844411398	0.8921917320230024	0.9197968911682716	0.9027090601692951	0.9565396859503198	1.0	0.9457961787041068	0.9525250069267349	0.9578854515948454	0.93679425052728	0.933458108803456	0.9431951190550237	0.960882324668789	0.9491775562479149	0.9424487280252868	0.759515072009771	0.7377566425974408	0.6643954515383006	0.7758904388439987	0.8113327038015052	0.7566199795307914	0.524888182707477	0.5591656253003942	0.6894334778994747	0.7923675862731904	-0.1407682173128792	-0.1845112552374598	0.014718604927311692	-0.006960661800046367	-0.010398584118834498	0.060078823416322216	0.1450090754363843	0.33822257154327656	0.30279161554076595	-0.01729704666640279	0.07109374558243946	0.018179145156091852	0.24145184364238823	0.24865564797484888	0.21683224861606662	0.30694200202430294	0.1367761561992864
KdgR	-0.7434337380054397	-0.7622744570287983	-0.7910670564486488	-0.8101904993469079	-0.7402106858315758	-0.7033434925445714	-0.7483644423837016	-0.7250566861369175	-0.613199812271347	-0.77373042843976	-0.7386500500421258	-0.6706719215610881	-0.7293993248553867	-0.6686815454817897	-0.6151562614856574	-0.5289594065060418	-0.5985094797315255	-0.6595552188000068	-0.4520924393981374	-0.6719611424306337	-0.660629569524628	-0.6599284143148753	-0.5498357374286829	-0.5413766390916648	-0.5529004642326026	-0.5753713578096816	-0.4975883653471001	-0.30045066185659114	-0.1645622586244918	-0.34324374756150655	-0.30401298268033544	-0.2523197493935573	-0.3872921272709795	-0.3680669037777564	-0.3517593906735048	-0.36184697852994896	0.5269011766967673	0.6967503717818955	0.574851145879865	0.6668608037274316	0.5278737468264245	0.4577356079411482	0.4763162209995985	0.39173654658441287	0.39985637627155063	0.8147253903003093	0.8464017732441433	0.9253382791163183	0.8998592035102996	0.8911513081633692	0.9545606188260174	0.9457961787041068	1.0	0.9699634155305878	0.9579646142798175	0.9141876494902489	0.9083522287123058	0.8999157482852796	0.9466669682387999	0.9046655093836055	0.9128984286207033	0.6948843942075532	0.6550655636665894	0.6237849941476158	0.7607025122843524	0.7244912383871168	0.6712373693108888	0.5695133191217465	0.6021735811502338	0.7271375338561841	0.808629863557458	-0.15105936635925157	-0.16310340343000604	-0.010613454263758757	-0.006101181220349333	0.05814499211200389	-0.024308598763931218	0.14403650530672713	0.3095430616733861	0.237923449683632	0.002063884286772481	0.002584096216589106	-0.10750858066960323	0.27299251912627015	0.3184658271652408	0.2885762591107769	0.34824230566974457	0.14442100977659159
NagC	-0.8120677858762461	-0.7649207524978654	-0.7951043533822257	-0.8137528201706521	-0.7440783484402124	-0.715444074390306	-0.7780730671582292	-0.7293540890354027	-0.6292132925457024	-0.7966423712616836	-0.7547540019564493	-0.6951558091274576	-0.7390684813769783	-0.694714759882613	-0.6060864795788545	-0.5081283114033848	-0.5836042770467795	-0.6098975974125111	-0.4860419222961702	-0.7015227507902132	-0.6585826486703497	-0.7031399313546431	-0.6185037121644774	-0.5691175056968861	-0.5861035561008985	-0.6041526482745362	-0.47092184946650006	-0.3450305624508767	-0.191341864055052	-0.3476655489649479	-0.26936234457254976	-0.2490062255797253	-0.44687901114497514	-0.39265257193909	-0.3378380670734121	-0.39672379573765487	0.5328723049346625	0.6785316452833176	0.5711983534161525	0.6574178263057602	0.5318205721200332	0.49563191613278973	0.539974328672159	0.4329011427699023	0.45234123640804974	0.806130584503339	0.8664186235870874	0.9230877970721115	0.9172523762941686	0.8898960141588117	0.9589824202294587	0.9525250069267349	0.9699634155305878	1.0	0.9660618260569632	0.9312641715342294	0.9265935731208758	0.9389203340665306	0.9682783812361818	0.9358442983076148	0.9552278471707821	0.749597118478267	0.7066457074034074	0.6701856364962596	0.7573437526505363	0.7703038150759679	0.7158172699051744	0.6018795483203374	0.6178364838197127	0.7456502931846583	0.837716495807205	-0.16004998558108238	-0.15946191992128966	-0.037166880594398675	0.001170476842087407	0.07931535586454133	0.009052818474308881	0.12236854753436509	0.3058450333896896	0.2678130177380959	0.009052818474308881	-0.0002883783523983466	-0.0728013977868375	0.2507591136041074	0.257895064206592	0.22789240660216792	0.3304759373710072	0.10828889856432816
FUR	-0.8005552696903042	-0.7944371250374609	-0.8121808754262062	-0.8575750207802048	-0.7619125704689258	-0.7713329299806051	-0.7383560172122295	-0.7343413381886447	-0.6694957902415027	-0.8597124132744514	-0.7740131523146604	-0.7145280490356288	-0.7738095911247321	-0.7367501456027956	-0.6050347467642253	-0.5056742681692499	-0.6126796003415305	-0.648087938434049	-0.4944105489932203	-0.6825237063969104	-0.6597813978999271	-0.704689258189097	-0.5789449875884219	-0.5822132755822699	-0.5946305081678928	-0.578175978648693	-0.48500149843653695	-0.3189181853650813	-0.20555722048504108	-0.28647279348151833	-0.27472278924066024	-0.2022550056262051	-0.41044155814781935	-0.34477045648596844	-0.2942533545187757	-0.35626035476191825	0.49098393562942816	0.6758966587692464	0.5620380998693816	0.6338047282740839	0.5805282412878638	0.5581704372607449	0.5968922991670955	0.45004551854385894	0.48737637898569985	0.8466731881640477	0.903500687019016	0.931750456599058	0.8988979423356385	0.910987215226377	0.9564152874453636	0.9578854515948454	0.9579646142798175	0.9660618260569632	1.0	0.9435456966599002	0.9486121084981143	0.9336051252184042	0.9590728918694268	0.9444164861945932	0.9347699475829936	0.7408779141763405	0.7005727985705481	0.6756591707143301	0.8094214904071789	0.7925937653731107	0.7472561647940922	0.6008617423706962	0.6403299953067837	0.7317742054045496	0.8547138551662133	-0.1682263600432002	-0.16161062137053225	0.025609128588472783	-0.021277798824999576	0.05452612651327954	0.005750603615472912	0.14097177850280745	0.3341061119247276	0.3063878632294983	0.05638079513262577	0.05123522060943959	-0.04781991620064348	0.2882596083708885	0.27162413557175247	0.259580098500998	0.30785802737898005	0.15238251409378517
SahR_SamR	-0.8267920452810558	-0.7988702353958982	-0.8312025377295011	-0.8667013474619878	-0.7706204658158563	-0.7693199359913148	-0.7633261898434275	-0.7000525866407314	-0.6833492601116193	-0.831066830269549	-0.7876969878598368	-0.7090771327275504	-0.7760826910789308	-0.7323735800193383	-0.559041226795438	-0.5195051201293744	-0.6252212314321095	-0.6811327049324007	-0.45128950359342046	-0.6787125885632538	-0.6582320710654732	-0.6676976663971366	-0.6206976494337041	-0.5936127022182516	-0.6122272421416899	-0.6315994820498612	-0.40920888205325384	-0.3251268016578928	-0.1853594268621608	-0.27215565645656514	-0.26135560443537215	-0.2185625187304567	-0.4067096029991349	-0.31828488388530457	-0.3026106722608297	-0.36709433364809924	0.5302599363305833	0.6380116595326009	0.5703614907464476	0.6176103047197924	0.6071608303034758	0.6042431199145043	0.6501914040633076	0.4357736173388898	0.49877580562168156	0.8589999491097026	0.885112326195498	0.9012162781098213	0.9003341796201322	0.8785870591627981	0.9178630598639532	0.93679425052728	0.9141876494902489	0.9312641715342294	0.9435456966599002	1.0	0.9202718672781042	0.9498674025026718	0.9355502654777186	0.947639538368457	0.9325307744937829	0.7417034678910496	0.6765865050240033	0.6986389672662298	0.8254575885915262	0.8588076968747703	0.7865774013152315	0.609784507862551	0.6089250272828539	0.7315480263046293	0.8251861736716218	-0.11014356718367439	-0.08492459754256408	0.06205789054062459	0.047073525170906586	0.06420659198986718	0.0409327626080712	0.058846147321756734	0.325273818072841	0.3189634211850654	0.06321140395021799	0.06066688907611492	0.06753142475869517	0.28899469044562937	0.17479686289588411	0.22066598435971524	0.29224036052948527	0.1763009539103539
Zur	-0.8338262152885763	-0.8267581184160677	-0.8010867905751169	-0.8479171732136092	-0.7881832729246654	-0.7994469921006949	-0.7181921504543373	-0.706385601438499	-0.7261875816365189	-0.8611825774239331	-0.8130969007808834	-0.7183391668692855	-0.7618334077839537	-0.7446664141000051	-0.5679526833322966	-0.4684678062323651	-0.6289871134457821	-0.6416192161763292	-0.5330984840345828	-0.6620318799441338	-0.6821392019270459	-0.7514630960526093	-0.6150318629807012	-0.5758802607845022	-0.6322101656196459	-0.5642094192286162	-0.3916913107644288	-0.26144607607534026	-0.22892152150680517	-0.27607986384018185	-0.27410079671587945	-0.1853481179071648	-0.34499663558588867	-0.30763184827905976	-0.344442496791084	-0.3350221372794047	0.5337657123793476	0.672266484215526	0.6196006807990908	0.6158574166954103	0.6242147344374643	0.6309774895250805	0.6454868787849659	0.5046112263996245	0.549982753843631	0.8333173123137556	0.8790054904976505	0.9039191183538685	0.8736902816495242	0.9080468869274134	0.9365115266523797	0.933458108803456	0.9083522287123058	0.9265935731208758	0.9486121084981143	0.9202718672781042	1.0	0.9296582999247954	0.9506929562173807	0.9473681234485527	0.9327117177737191	0.7282458114457934	0.6869907436203357	0.7703151240309639	0.824405855776897	0.8297776094000034	0.7939734578826244	0.57412737276012	0.6199173315389791	0.6702082544062515	0.8054633561585741	-0.09669721969341423	-0.16842992123312844	0.05962646521648167	0.02667217035809806	0.038919768618780784	-0.0020978111517605215	0.06152636965581196	0.3513296503836563	0.39204188836930526	0.13841595467370837	0.10721454783970687	0.02752034198279908	0.31109238850783993	0.21599538594636164	0.20435847125546364	0.24491238387116837	0.15085580516932331
NsrR	-0.8670632340218603	-0.814487902245393	-0.7904563728788642	-0.8456893090793945	-0.7528201706521309	-0.7929895787979712	-0.8079965620776812	-0.7211890235282808	-0.6864705316905192	-0.8075102770128526	-0.7957941996369825	-0.6998829523157912	-0.7842816834510407	-0.7630887017885112	-0.6075340258183443	-0.4834747895120751	-0.604016940814584	-0.6383170013174932	-0.5443848211206044	-0.6995436836659108	-0.6549750920266213	-0.731265302429729	-0.6596456904399749	-0.6257640612719182	-0.6318482790597735	-0.6155407659555219	-0.3841030019621037	-0.2968431052128628	-0.23938230487811774	-0.25527138664751686	-0.23404447811999932	-0.22596988425284562	-0.3895086824501982	-0.40521682093966105	-0.33849398646318085	-0.3464781086903665	0.5649784281683451	0.6305251313252399	0.6140479838960481	0.6251646866571294	0.6044692990144246	0.6246670926373048	0.6893090793945186	0.48470746560664063	0.5420551763914255	0.8192037364787307	0.8748437950591176	0.8799667516723118	0.9020757586895183	0.9082617570723377	0.9144251375451652	0.9431951190550237	0.8999157482852796	0.9389203340665306	0.9336051252184042	0.9498674025026718	0.9296582999247954	1.0	0.9602716410990042	0.9576818904049171	0.9621941634483265	0.7887261027644741	0.7119382983415418	0.7094616371974147	0.8096137426421112	0.8648466788426415	0.834391663038377	0.6101463944224234	0.5935222305782835	0.6832361705616592	0.8014939129549734	-0.10329034045609016	-0.1292896279919254	0.0039524797711067506	0.05085071613957512	0.024613940548823585	0.025620437543468797	0.013734725842658509	0.3524379279732656	0.4003313523813832	0.06030500251624249	0.14303000831208193	0.06270250097539737	0.2692944908425737	0.14422875754165937	0.15480263046293208	0.3197437390797903	0.12164477441462021
